,Usia,Gender,Gaji,Jumalh-Anak
996,53,L,1-3jt,0
997,46,L,1-3jt,5
998,59,P,3-5jt,0
999,34,P,5-10jt,5
1000,41,L,1-3jt,5
1001,30,P,3-5jt,5
1002,60,P,1-3jt,2
1003,31,P,1-3jt,5
1004,25,L,1-3jt,1
1005,37,L,1-3jt,5
1006,44,P,5-10jt,2
1007,33,L,5-10jt,0
1008,36,L,5-10jt,6
1009,18,P,3-5jt,4
1010,52,P,5-10jt,1
1011,52,P,5-10jt,2
1012,50,P,1-3jt,1
1013,41,P,1-3jt,5
1014,50,P,1-3jt,3
1015,33,L,3-5jt,3
1016,42,P,3-5jt,6
1017,49,P,5-10jt,0
1018,49,P,3-5jt,3
1019,58,P,3-5jt,4
1020,34,P,1-3jt,2
1021,43,P,5-10jt,3
1022,22,P,1-3jt,4
1023,30,L,3-5jt,0
1024,47,L,3-5jt,2
1025,34,L,3-5jt,3
1026,54,L,5-10jt,4
1027,35,L,5-10jt,1
1028,55,P,3-5jt,0
1029,25,L,1-3jt,6
1030,52,L,5-10jt,6
1031,35,P,5-10jt,3
1032,39,P,5-10jt,5
1033,52,L,3-5jt,2
1034,39,P,5-10jt,0
1035,39,L,1-3jt,0
1036,25,L,5-10jt,1
1037,55,P,1-3jt,2
1038,28,P,5-10jt,5
1039,45,L,3-5jt,4
1040,40,L,1-3jt,1
1041,42,L,1-3jt,0
1042,52,L,5-10jt,6
1043,53,L,5-10jt,1
1044,40,P,5-10jt,0
1045,32,L,5-10jt,0
1046,38,P,5-10jt,5
1047,38,P,5-10jt,5
1048,34,P,1-3jt,2
1049,23,P,5-10jt,6
1050,36,L,3-5jt,3
1051,53,P,1-3jt,5
1052,38,L,5-10jt,2
1053,57,L,1-3jt,0
1054,55,L,5-10jt,1
1055,47,L,1-3jt,4
1056,43,L,3-5jt,0
1057,60,L,1-3jt,4
1058,18,P,5-10jt,4
1059,22,P,5-10jt,4
1060,18,P,5-10jt,2
1061,48,P,5-10jt,5
1062,49,L,1-3jt,5
1063,48,L,3-5jt,6
1064,41,L,3-5jt,5
1065,19,L,3-5jt,1
1066,50,P,1-3jt,5
1067,35,L,1-3jt,4
1068,54,P,1-3jt,1
1069,37,L,1-3jt,0
1070,34,P,5-10jt,5
1071,58,L,3-5jt,1
1072,20,L,3-5jt,3
1073,59,L,3-5jt,2
1074,47,P,1-3jt,6
1075,49,L,1-3jt,3
1076,40,L,3-5jt,6
1077,36,P,3-5jt,5
1078,20,L,3-5jt,0
1079,52,P,1-3jt,3
1080,23,L,5-10jt,2
1081,57,P,5-10jt,2
1082,59,L,1-3jt,1
1083,36,L,1-3jt,5
1084,48,L,1-3jt,4
1085,28,L,1-3jt,2
1086,27,P,3-5jt,6
1087,38,P,3-5jt,0
1088,32,P,5-10jt,0
1089,43,L,1-3jt,3
1090,50,P,5-10jt,3
1091,19,P,5-10jt,5
1092,43,P,5-10jt,3
1093,49,P,5-10jt,1
1094,45,P,3-5jt,2
1095,50,P,5-10jt,4
1096,53,L,5-10jt,3
1097,30,P,5-10jt,5
1098,48,P,5-10jt,3
1099,19,P,5-10jt,5
1100,26,P,3-5jt,0
1101,18,L,5-10jt,3
1102,35,P,5-10jt,6
1103,39,L,3-5jt,1
1104,58,L,3-5jt,4
1105,60,P,1-3jt,6
1106,36,L,5-10jt,2
1107,45,L,5-10jt,5
1108,50,L,3-5jt,3
1109,34,P,1-3jt,2
1110,28,P,5-10jt,6
1111,48,P,3-5jt,2
1112,59,P,1-3jt,1
1113,26,L,3-5jt,2
1114,42,L,3-5jt,5
1115,27,L,1-3jt,4
1116,30,L,3-5jt,4
1117,22,P,5-10jt,0
1118,39,P,1-3jt,2
1119,19,P,3-5jt,4
1120,59,P,3-5jt,1
1121,49,L,3-5jt,4
1122,21,P,1-3jt,5
1123,40,L,1-3jt,3
1124,26,L,1-3jt,1
1125,58,L,1-3jt,1
1126,54,P,5-10jt,3
1127,31,L,5-10jt,5
1128,34,L,3-5jt,2
1129,55,P,3-5jt,1
1130,36,P,3-5jt,6
1131,33,L,5-10jt,6
1132,60,L,5-10jt,1
1133,53,P,1-3jt,1
1134,46,L,3-5jt,3
1135,28,L,3-5jt,6
1136,56,P,3-5jt,6
1137,56,L,5-10jt,3
1138,47,P,5-10jt,5
1139,49,L,1-3jt,1
1140,46,P,3-5jt,5
1141,45,P,5-10jt,2
1142,33,L,1-3jt,2
1143,57,P,5-10jt,3
1144,44,L,5-10jt,5
1145,47,L,1-3jt,4
1146,45,L,1-3jt,6
1147,50,P,3-5jt,3
1148,32,P,3-5jt,5
1149,23,P,1-3jt,2
1150,38,L,3-5jt,1
1151,27,L,1-3jt,6
1152,39,L,5-10jt,4
1153,24,L,5-10jt,0
1154,40,P,3-5jt,3
1155,23,P,1-3jt,0
1156,54,P,3-5jt,0
1157,50,P,3-5jt,2
1158,37,L,3-5jt,1
1159,35,P,3-5jt,2
1160,60,P,5-10jt,2
1161,35,L,1-3jt,5
1162,35,L,3-5jt,0
1163,28,L,3-5jt,1
1164,23,L,5-10jt,6
1165,17,P,1-3jt,2
1166,22,L,3-5jt,4
1167,58,L,5-10jt,2
1168,28,P,5-10jt,2
1169,56,P,1-3jt,6
1170,55,L,3-5jt,2
1171,21,L,1-3jt,4
1172,47,L,1-3jt,1
1173,43,P,1-3jt,6
1174,18,P,3-5jt,0
1175,49,P,1-3jt,2
1176,25,P,1-3jt,6
1177,53,P,5-10jt,6
1178,32,L,3-5jt,6
1179,30,L,1-3jt,2
1180,45,L,5-10jt,0
1181,17,L,5-10jt,3
1182,23,L,3-5jt,5
1183,35,P,5-10jt,1
1184,18,P,5-10jt,3
1185,49,P,1-3jt,6
1186,32,P,5-10jt,2
1187,41,P,1-3jt,5
1188,42,L,1-3jt,1
1189,34,P,1-3jt,0
1190,41,P,3-5jt,1
1191,56,P,3-5jt,3
1192,40,L,1-3jt,4
1193,49,P,3-5jt,2
1194,35,L,3-5jt,5
1195,41,P,5-10jt,0
1196,41,P,5-10jt,0
1197,49,P,1-3jt,2
1198,40,P,5-10jt,2
1199,59,L,1-3jt,3
1200,49,L,1-3jt,2
1201,47,L,3-5jt,0
1202,30,P,1-3jt,3
1203,37,L,5-10jt,3
1204,43,L,5-10jt,2
1205,23,P,1-3jt,2
1206,17,P,3-5jt,0
1207,50,L,1-3jt,5
1208,19,L,3-5jt,6
1209,49,L,1-3jt,3
1210,36,L,5-10jt,6
1211,44,L,1-3jt,5
1212,39,P,5-10jt,2
1213,57,L,3-5jt,1
1214,18,P,1-3jt,3
1215,50,P,1-3jt,1
1216,55,P,5-10jt,5
1217,48,L,5-10jt,2
1218,23,P,3-5jt,1
1219,48,P,3-5jt,1
1220,51,P,3-5jt,0
1221,57,P,1-3jt,6
1222,41,P,5-10jt,4
1223,49,P,5-10jt,2
1224,52,L,1-3jt,5
1225,35,L,3-5jt,1
1226,32,L,5-10jt,1
1227,41,P,3-5jt,5
1228,55,P,3-5jt,1
1229,18,P,3-5jt,0
1230,26,P,5-10jt,4
1231,17,L,1-3jt,5
1232,51,P,1-3jt,5
1233,46,L,1-3jt,2
1234,19,P,3-5jt,1
1235,20,P,3-5jt,1
1236,45,P,3-5jt,5
1237,29,L,1-3jt,4
1238,26,P,1-3jt,2
1239,41,P,1-3jt,2
1240,28,L,5-10jt,3
1241,17,P,1-3jt,4
1242,29,L,1-3jt,2
1243,42,L,5-10jt,1
1244,44,P,1-3jt,2
1245,24,L,1-3jt,5
1246,55,L,3-5jt,0
1247,20,L,3-5jt,2
1248,35,L,3-5jt,1
1249,20,L,1-3jt,0
1250,49,L,5-10jt,1
1251,48,L,3-5jt,3
1252,27,P,1-3jt,4
1253,59,P,1-3jt,3
1254,42,L,3-5jt,4
1255,30,P,3-5jt,0
1256,57,P,5-10jt,0
1257,60,P,3-5jt,2
1258,21,L,3-5jt,3
1259,46,P,1-3jt,2
1260,27,P,1-3jt,0
1261,53,P,1-3jt,5
1262,44,L,1-3jt,1
1263,36,L,5-10jt,5
1264,53,L,3-5jt,0
1265,50,L,3-5jt,0
1266,27,P,3-5jt,5
1267,45,L,1-3jt,0
1268,38,L,1-3jt,4
1269,28,L,3-5jt,4
1270,36,L,3-5jt,6
1271,40,L,1-3jt,0
1272,42,L,1-3jt,1
1273,34,L,5-10jt,4
1274,27,L,1-3jt,1
1275,20,P,3-5jt,1
1276,59,P,5-10jt,1
1277,25,P,3-5jt,4
1278,50,L,3-5jt,0
1279,20,L,3-5jt,6
1280,22,L,1-3jt,6
1281,52,P,1-3jt,2
1282,53,P,1-3jt,4
1283,33,P,1-3jt,1
1284,24,L,5-10jt,4
1285,28,P,3-5jt,5
1286,24,P,1-3jt,5
1287,27,P,3-5jt,4
1288,36,L,5-10jt,2
1289,48,L,3-5jt,0
1290,17,P,5-10jt,5
1291,18,L,1-3jt,4
1292,19,P,3-5jt,4
1293,53,P,3-5jt,5
1294,17,P,5-10jt,1
1295,47,L,3-5jt,2
1296,36,P,5-10jt,0
1297,22,L,3-5jt,3
1298,37,L,5-10jt,6
1299,20,P,5-10jt,6
1300,47,L,3-5jt,1
1301,24,P,3-5jt,2
1302,57,L,3-5jt,0
1303,37,L,3-5jt,0
1304,43,P,5-10jt,1
1305,54,P,5-10jt,2
1306,48,P,3-5jt,3
1307,22,P,5-10jt,3
1308,21,P,5-10jt,2
1309,19,P,3-5jt,5
1310,38,L,3-5jt,0
1311,27,L,1-3jt,0
1312,46,L,1-3jt,5
1313,20,L,3-5jt,5
1314,32,P,5-10jt,1
1315,18,P,5-10jt,4
1316,29,P,3-5jt,1
1317,57,L,3-5jt,0
1318,34,L,3-5jt,3
1319,49,P,5-10jt,1
1320,31,P,1-3jt,2
1321,29,L,3-5jt,0
1322,38,L,1-3jt,5
1323,23,L,5-10jt,1
1324,20,P,5-10jt,4
1325,24,P,3-5jt,5
1326,34,L,3-5jt,5
1327,59,L,3-5jt,1
1328,46,L,3-5jt,3
1329,43,P,3-5jt,0
1330,60,P,5-10jt,4
1331,26,L,3-5jt,5
1332,29,L,3-5jt,0
1333,33,P,1-3jt,4
1334,29,P,1-3jt,3
1335,52,P,3-5jt,3
1336,32,P,1-3jt,2
1337,38,P,5-10jt,6
1338,37,P,5-10jt,2
1339,18,L,3-5jt,5
1340,43,L,3-5jt,6
1341,18,P,3-5jt,0
1342,43,P,5-10jt,6
1343,40,P,5-10jt,0
1344,60,L,5-10jt,3
1345,44,L,1-3jt,4
1346,33,L,5-10jt,6
1347,33,P,1-3jt,3
1348,43,L,3-5jt,0
1349,24,P,1-3jt,0
1350,22,L,5-10jt,1
1351,27,P,3-5jt,5
1352,30,P,5-10jt,1
1353,19,P,5-10jt,5
1354,52,L,5-10jt,6
1355,43,L,5-10jt,0
1356,43,P,5-10jt,6
1357,54,L,1-3jt,5
1358,21,L,3-5jt,0
1359,34,P,3-5jt,6
1360,50,L,1-3jt,3
1361,47,P,5-10jt,2
1362,47,P,3-5jt,3
1363,35,L,5-10jt,6
1364,50,P,1-3jt,3
1365,21,L,3-5jt,1
1366,56,L,3-5jt,5
1367,25,L,3-5jt,0
1368,17,P,1-3jt,6
1369,30,L,1-3jt,4
1370,39,L,1-3jt,5
1371,37,P,1-3jt,1
1372,24,L,5-10jt,6
1373,17,P,3-5jt,1
1374,59,P,3-5jt,0
1375,47,L,3-5jt,6
1376,51,P,1-3jt,6
1377,46,L,5-10jt,5
1378,50,L,1-3jt,5
1379,39,P,1-3jt,2
1380,37,P,5-10jt,2
1381,28,L,3-5jt,4
1382,35,L,5-10jt,6
1383,55,L,1-3jt,6
1384,38,L,5-10jt,5
1385,59,L,5-10jt,5
1386,27,P,5-10jt,6
1387,46,P,3-5jt,4
1388,27,P,1-3jt,1
1389,46,P,5-10jt,3
1390,60,L,5-10jt,4
1391,39,L,5-10jt,4
1392,17,L,5-10jt,0
1393,43,P,5-10jt,4
1394,50,L,1-3jt,4
1395,27,P,5-10jt,4
1396,36,P,3-5jt,3
1397,26,L,1-3jt,5
1398,58,L,1-3jt,1
1399,21,P,3-5jt,4
1400,43,P,5-10jt,2
1401,36,L,1-3jt,1
1402,28,P,1-3jt,6
1403,18,P,3-5jt,0
1404,18,P,3-5jt,3
1405,23,P,5-10jt,5
1406,50,L,5-10jt,0
1407,26,P,3-5jt,6
1408,49,L,3-5jt,0
1409,17,P,1-3jt,6
1410,31,L,5-10jt,2
1411,46,P,5-10jt,3
1412,17,L,5-10jt,6
1413,22,L,5-10jt,5
1414,42,P,3-5jt,3
1415,27,L,1-3jt,3
1416,33,L,3-5jt,1
1417,45,L,5-10jt,1
1418,42,L,5-10jt,5
1419,33,L,1-3jt,2
1420,51,L,5-10jt,4
1421,25,P,1-3jt,2
1422,25,P,3-5jt,3
1423,17,P,3-5jt,3
1424,54,L,5-10jt,4
1425,41,P,5-10jt,5
1426,17,P,3-5jt,2
1427,38,P,3-5jt,1
1428,38,P,5-10jt,3
1429,56,L,1-3jt,4
1430,38,L,5-10jt,4
1431,43,L,5-10jt,5
1432,19,L,5-10jt,5
1433,35,P,1-3jt,6
1434,44,P,5-10jt,5
1435,60,P,5-10jt,5
1436,46,L,1-3jt,6
1437,57,P,1-3jt,2
1438,31,L,1-3jt,2
1439,46,L,1-3jt,3
1440,27,L,1-3jt,6
1441,30,P,3-5jt,5
1442,17,L,1-3jt,3
1443,26,P,1-3jt,4
1444,60,L,3-5jt,1
1445,31,P,1-3jt,0
1446,52,L,3-5jt,2
1447,43,L,5-10jt,1
1448,35,L,3-5jt,0
1449,36,P,1-3jt,2
1450,23,P,1-3jt,4
1451,17,L,1-3jt,5
1452,30,L,5-10jt,3
1453,37,P,3-5jt,0
1454,53,P,1-3jt,6
1455,39,P,3-5jt,2
1456,36,P,3-5jt,6
1457,52,P,3-5jt,5
1458,48,P,1-3jt,3
1459,32,L,3-5jt,3
1460,39,P,1-3jt,4
1461,45,L,5-10jt,3
1462,17,L,3-5jt,2
1463,34,P,3-5jt,3
1464,46,P,3-5jt,2
1465,26,L,5-10jt,2
1466,29,P,3-5jt,0
1467,55,L,5-10jt,5
1468,35,P,1-3jt,4
1469,27,L,5-10jt,5
1470,32,L,3-5jt,0
1471,24,P,1-3jt,6
1472,36,P,3-5jt,3
1473,44,P,1-3jt,1
1474,27,L,5-10jt,5
1475,55,L,3-5jt,4
1476,48,L,1-3jt,1
1477,35,L,1-3jt,2
1478,25,P,3-5jt,6
1479,29,L,3-5jt,0
1480,59,L,1-3jt,6
1481,29,P,5-10jt,4
1482,42,P,3-5jt,3
1483,25,P,1-3jt,1
1484,25,L,3-5jt,4
1485,21,L,3-5jt,6
1486,56,P,3-5jt,5
1487,60,P,1-3jt,5
1488,19,P,3-5jt,6
1489,17,L,3-5jt,2
1490,58,L,1-3jt,3
1491,35,P,5-10jt,5
1492,41,P,1-3jt,4
1493,42,P,1-3jt,1
1494,23,L,3-5jt,5
1495,40,L,1-3jt,5
1496,57,L,5-10jt,5
1497,25,L,1-3jt,2
1498,32,L,3-5jt,5
1499,43,L,3-5jt,4
1500,57,P,1-3jt,1
1501,39,P,3-5jt,2
1502,53,L,5-10jt,2
1503,38,P,5-10jt,4
1504,55,L,3-5jt,3
1505,41,P,1-3jt,0
1506,23,L,3-5jt,5
1507,30,L,1-3jt,5
1508,25,P,3-5jt,3
1509,34,P,5-10jt,6
1510,37,L,5-10jt,0
1511,46,P,1-3jt,6
1512,48,P,1-3jt,5
1513,51,L,5-10jt,2
1514,57,P,3-5jt,4
1515,42,L,5-10jt,3
1516,29,P,5-10jt,4
1517,60,L,1-3jt,5
1518,46,P,1-3jt,6
1519,23,P,1-3jt,6
1520,46,L,5-10jt,3
1521,35,P,5-10jt,1
1522,47,L,1-3jt,2
1523,47,L,5-10jt,2
1524,18,P,5-10jt,2
1525,48,P,1-3jt,3
1526,17,L,3-5jt,6
1527,60,P,5-10jt,4
1528,53,P,1-3jt,5
1529,39,P,1-3jt,6
1530,39,P,3-5jt,4
1531,17,P,5-10jt,4
1532,37,P,3-5jt,5
1533,58,P,1-3jt,2
1534,24,L,1-3jt,4
1535,23,L,3-5jt,3
1536,54,P,1-3jt,6
1537,46,P,3-5jt,0
1538,27,L,5-10jt,6
1539,32,P,3-5jt,6
1540,37,P,3-5jt,0
1541,48,L,3-5jt,0
1542,46,L,1-3jt,2
1543,59,P,3-5jt,4
1544,37,L,5-10jt,1
1545,29,P,1-3jt,1
1546,33,P,5-10jt,1
1547,21,L,3-5jt,4
1548,22,L,3-5jt,1
1549,36,L,3-5jt,6
1550,42,P,5-10jt,2
1551,37,L,1-3jt,4
1552,57,L,1-3jt,1
1553,50,L,1-3jt,2
1554,33,P,5-10jt,0
1555,46,L,3-5jt,6
1556,53,L,5-10jt,5
1557,18,L,5-10jt,4
1558,60,P,5-10jt,3
1559,50,P,3-5jt,1
1560,50,P,1-3jt,2
1561,35,P,1-3jt,2
1562,52,L,3-5jt,0
1563,27,L,3-5jt,3
1564,37,L,3-5jt,6
1565,36,P,1-3jt,5
1566,25,L,5-10jt,2
1567,59,P,5-10jt,4
1568,36,P,5-10jt,2
1569,52,P,1-3jt,4
1570,41,L,3-5jt,0
1571,25,L,3-5jt,5
1572,17,L,1-3jt,6
1573,39,P,5-10jt,3
1574,45,P,1-3jt,2
1575,59,P,1-3jt,4
1576,41,L,5-10jt,0
1577,21,L,5-10jt,1
1578,28,L,1-3jt,4
1579,22,L,3-5jt,2
1580,52,L,1-3jt,2
1581,26,L,1-3jt,1
1582,55,L,1-3jt,0
1583,21,L,3-5jt,0
1584,25,L,5-10jt,6
1585,46,P,5-10jt,3
1586,29,L,5-10jt,2
1587,35,P,5-10jt,6
1588,33,P,3-5jt,6
1589,19,L,3-5jt,2
1590,53,P,5-10jt,6
1591,26,L,5-10jt,5
1592,36,P,3-5jt,2
1593,24,L,3-5jt,1
1594,43,L,1-3jt,4
1595,49,L,5-10jt,5
1596,59,P,3-5jt,6
1597,23,L,3-5jt,6
1598,27,P,1-3jt,6
1599,42,P,5-10jt,1
1600,56,L,3-5jt,4
1601,43,P,5-10jt,5
1602,37,P,5-10jt,1
1603,44,P,3-5jt,0
1604,42,P,3-5jt,1
1605,42,P,3-5jt,2
1606,46,P,3-5jt,4
1607,29,P,1-3jt,4
1608,38,P,1-3jt,0
1609,52,L,1-3jt,6
1610,29,P,1-3jt,0
1611,32,L,1-3jt,4
1612,29,L,3-5jt,3
1613,31,L,5-10jt,6
1614,41,L,1-3jt,2
1615,19,P,1-3jt,3
1616,38,P,3-5jt,3
1617,47,L,1-3jt,0
1618,50,P,3-5jt,2
1619,18,P,5-10jt,0
1620,18,P,3-5jt,1
1621,48,L,3-5jt,0
1622,44,P,5-10jt,1
1623,20,P,3-5jt,1
1624,54,P,1-3jt,2
1625,23,P,5-10jt,2
1626,32,P,5-10jt,0
1627,31,P,3-5jt,3
1628,34,L,5-10jt,0
1629,48,L,1-3jt,0
1630,57,P,5-10jt,5
1631,47,P,1-3jt,4
1632,30,L,3-5jt,5
1633,59,L,1-3jt,3
1634,41,L,3-5jt,6
1635,37,P,1-3jt,6
1636,42,L,3-5jt,1
1637,58,P,3-5jt,6
1638,28,L,5-10jt,3
1639,33,L,5-10jt,0
1640,21,P,3-5jt,2
1641,38,P,5-10jt,1
1642,25,L,1-3jt,3
1643,32,P,5-10jt,4
1644,55,P,1-3jt,4
1645,43,P,1-3jt,6
1646,59,P,1-3jt,0
1647,44,P,5-10jt,6
1648,46,P,5-10jt,5
1649,54,P,1-3jt,0
1650,57,P,3-5jt,2
1651,55,L,5-10jt,5
1652,24,P,5-10jt,6
1653,34,L,1-3jt,4
1654,59,P,5-10jt,3
1655,26,P,5-10jt,0
1656,39,P,1-3jt,6
1657,22,P,1-3jt,5
1658,54,L,3-5jt,4
1659,54,P,5-10jt,4
1660,33,L,1-3jt,3
1661,47,P,1-3jt,5
1662,24,L,1-3jt,4
1663,26,P,1-3jt,0
1664,21,L,1-3jt,5
1665,38,P,1-3jt,4
1666,48,L,1-3jt,4
1667,17,L,5-10jt,2
1668,52,L,1-3jt,3
1669,42,P,5-10jt,3
1670,32,L,5-10jt,0
1671,51,P,1-3jt,4
1672,47,P,1-3jt,1
1673,54,L,5-10jt,5
1674,40,L,3-5jt,6
1675,46,L,5-10jt,5
1676,23,P,1-3jt,0
1677,46,P,1-3jt,3
1678,54,P,1-3jt,5
1679,50,L,3-5jt,5
1680,19,L,1-3jt,4
1681,19,L,1-3jt,2
1682,52,L,1-3jt,4
1683,36,L,1-3jt,1
1684,47,L,5-10jt,2
1685,17,L,3-5jt,4
1686,25,P,5-10jt,5
1687,41,P,1-3jt,5
1688,22,L,3-5jt,0
1689,34,P,5-10jt,2
1690,40,P,3-5jt,3
1691,23,P,1-3jt,4
1692,41,L,3-5jt,1
1693,27,P,3-5jt,0
1694,46,P,1-3jt,0
1695,17,L,1-3jt,4
1696,51,P,3-5jt,6
1697,17,P,5-10jt,2
1698,21,L,1-3jt,6
1699,18,L,3-5jt,0
1700,29,P,3-5jt,1
1701,21,L,3-5jt,0
1702,19,L,5-10jt,3
1703,45,L,1-3jt,1
1704,26,L,3-5jt,6
1705,43,L,3-5jt,0
1706,17,L,1-3jt,0
1707,20,P,5-10jt,5
1708,25,L,1-3jt,1
1709,57,L,5-10jt,5
1710,18,L,1-3jt,5
1711,41,L,1-3jt,5
1712,32,P,5-10jt,4
1713,38,P,5-10jt,6
1714,38,P,5-10jt,2
1715,54,L,1-3jt,0
1716,60,L,5-10jt,5
1717,35,P,5-10jt,2
1718,38,L,1-3jt,2
1719,27,P,3-5jt,0
1720,60,P,5-10jt,5
1721,37,P,5-10jt,0
1722,35,P,5-10jt,1
1723,53,P,3-5jt,1
1724,49,P,5-10jt,3
1725,37,P,1-3jt,2
1726,21,P,3-5jt,0
1727,41,L,1-3jt,5
1728,30,L,3-5jt,6
1729,59,L,5-10jt,1
1730,54,L,5-10jt,4
1731,54,L,5-10jt,2
1732,41,P,1-3jt,3
1733,45,L,3-5jt,6
1734,57,P,3-5jt,3
1735,31,L,1-3jt,6
1736,55,P,1-3jt,5
1737,36,L,3-5jt,2
1738,50,L,5-10jt,5
1739,43,L,1-3jt,2
1740,55,L,1-3jt,3
1741,19,L,1-3jt,4
1742,45,P,1-3jt,6
1743,24,L,1-3jt,4
1744,22,P,5-10jt,3
1745,59,P,3-5jt,3
1746,24,P,3-5jt,1
1747,56,L,5-10jt,5
1748,33,P,1-3jt,2
1749,39,L,3-5jt,0
1750,45,L,5-10jt,6
1751,46,P,1-3jt,0
1752,29,L,5-10jt,0
1753,50,P,3-5jt,5
1754,20,L,5-10jt,0
1755,49,L,5-10jt,4
1756,29,L,1-3jt,6
1757,51,P,3-5jt,1
1758,43,L,3-5jt,6
1759,36,P,3-5jt,1
1760,32,L,5-10jt,0
1761,29,L,5-10jt,6
1762,59,L,1-3jt,0
1763,33,P,5-10jt,1
1764,52,P,5-10jt,5
1765,41,L,3-5jt,4
1766,45,L,1-3jt,0
1767,37,L,5-10jt,1
1768,59,L,1-3jt,5
1769,58,L,3-5jt,1
1770,36,P,1-3jt,4
1771,46,L,1-3jt,2
1772,39,L,5-10jt,5
1773,27,L,5-10jt,6
1774,39,P,5-10jt,1
1775,60,L,1-3jt,4
1776,25,P,3-5jt,2
1777,41,L,5-10jt,1
1778,52,P,3-5jt,1
1779,21,P,3-5jt,1
1780,24,P,5-10jt,5
1781,25,L,5-10jt,1
1782,17,L,5-10jt,1
1783,20,P,3-5jt,1
1784,24,L,1-3jt,0
1785,35,L,1-3jt,1
1786,56,L,5-10jt,4
1787,49,L,5-10jt,2
1788,47,L,5-10jt,1
1789,53,L,5-10jt,3
1790,24,L,1-3jt,4
1791,48,P,5-10jt,4
1792,24,P,1-3jt,0
1793,18,L,5-10jt,2
1794,30,L,5-10jt,4
1795,35,P,3-5jt,2
1796,44,L,1-3jt,4
1797,52,P,5-10jt,0
1798,34,L,3-5jt,6
1799,60,P,5-10jt,5
1800,26,L,5-10jt,1
1801,18,L,1-3jt,3
1802,45,P,1-3jt,5
1803,44,L,5-10jt,3
1804,17,P,3-5jt,6
1805,60,P,3-5jt,6
1806,24,L,5-10jt,6
1807,18,L,1-3jt,4
1808,31,P,3-5jt,3
1809,27,L,3-5jt,3
1810,34,P,1-3jt,2
1811,24,P,3-5jt,4
1812,38,P,3-5jt,1
1813,57,L,1-3jt,0
1814,47,P,3-5jt,2
1815,24,P,5-10jt,0
1816,43,L,3-5jt,2
1817,17,P,3-5jt,2
1818,49,P,1-3jt,3
1819,46,P,1-3jt,2
1820,60,P,5-10jt,1
1821,32,L,5-10jt,6
1822,23,L,1-3jt,0
1823,36,L,1-3jt,6
1824,27,P,1-3jt,1
1825,26,P,1-3jt,5
1826,24,L,1-3jt,4
1827,35,L,3-5jt,0
1828,20,P,1-3jt,3
1829,25,L,1-3jt,0
1830,29,P,1-3jt,1
1831,18,L,3-5jt,4
1832,23,L,3-5jt,0
1833,52,L,3-5jt,0
1834,45,L,1-3jt,3
1835,41,L,5-10jt,0
1836,30,L,1-3jt,3
1837,29,P,1-3jt,3
1838,39,L,1-3jt,4
1839,55,L,5-10jt,0
1840,34,L,1-3jt,1
1841,45,P,5-10jt,6
1842,34,L,3-5jt,3
1843,34,P,3-5jt,3
1844,51,L,5-10jt,5
1845,45,P,3-5jt,3
1846,58,P,5-10jt,3
1847,31,L,3-5jt,1
1848,53,P,3-5jt,6
1849,37,L,5-10jt,0
1850,30,P,3-5jt,0
1851,29,L,5-10jt,4
1852,30,P,5-10jt,4
1853,49,P,5-10jt,1
1854,49,L,5-10jt,2
1855,24,P,5-10jt,1
1856,48,P,3-5jt,4
1857,59,L,3-5jt,1
1858,36,L,3-5jt,1
1859,23,P,1-3jt,5
1860,39,L,3-5jt,5
1861,57,P,5-10jt,4
1862,18,P,5-10jt,6
1863,53,L,1-3jt,5
1864,18,P,5-10jt,3
1865,26,P,5-10jt,6
1866,31,L,3-5jt,3
1867,39,L,3-5jt,5
1868,54,L,1-3jt,2
1869,55,L,3-5jt,5
1870,26,L,5-10jt,5
1871,48,P,5-10jt,5
1872,23,P,5-10jt,1
1873,55,L,5-10jt,0
1874,22,L,1-3jt,0
1875,22,P,3-5jt,5
1876,59,L,1-3jt,3
1877,34,P,3-5jt,6
1878,32,P,5-10jt,4
1879,50,L,3-5jt,1
1880,28,P,5-10jt,6
1881,34,L,5-10jt,4
1882,45,L,3-5jt,2
1883,30,L,1-3jt,4
1884,41,L,1-3jt,6
1885,59,P,5-10jt,1
1886,54,P,5-10jt,0
1887,28,P,1-3jt,4
1888,17,L,3-5jt,5
1889,36,P,3-5jt,4
1890,21,L,1-3jt,0
1891,32,P,1-3jt,1
1892,53,L,1-3jt,2
1893,40,L,5-10jt,3
1894,38,L,3-5jt,2
1895,23,L,5-10jt,6
1896,57,L,3-5jt,3
1897,57,P,3-5jt,1
1898,17,P,5-10jt,5
1899,28,P,5-10jt,5
1900,47,L,1-3jt,0
1901,34,P,5-10jt,3
1902,40,L,5-10jt,1
1903,56,L,5-10jt,0
1904,46,L,3-5jt,3
1905,50,L,5-10jt,2
1906,30,L,1-3jt,2
1907,48,L,3-5jt,4
1908,31,L,3-5jt,5
1909,49,L,3-5jt,4
1910,24,L,5-10jt,2
1911,48,P,3-5jt,5
1912,50,P,5-10jt,5
1913,52,L,1-3jt,4
1914,57,L,1-3jt,6
1915,27,L,3-5jt,6
1916,39,L,5-10jt,1
1917,32,L,1-3jt,3
1918,60,L,3-5jt,3
1919,41,L,3-5jt,2
1920,28,P,3-5jt,6
1921,35,P,1-3jt,5
1922,53,P,1-3jt,0
1923,23,P,1-3jt,4
1924,59,L,5-10jt,5
1925,31,L,5-10jt,6
1926,40,P,5-10jt,3
1927,21,L,3-5jt,5
